Comment,Sentiment
mary poppins is the ceo of this company,LABEL_1
become an umbrella an that is unbreakable ,LABEL_2
compeny be like lets build something that oy rich humans can afford ,LABEL_1
oswald cobblepot called he would like his umbrellas back ,LABEL_1
umm where the rain  ,LABEL_1
would not be surprised is i see marry poppins,LABEL_1
they should make it bulletproof just like the ones in the movie kingsman,LABEL_1
goes to chicago ,LABEL_1
aircraft grade aluminum lmao get outa here ,LABEL_0
 marypoppinschallenge off 6 stories,LABEL_1
people loose their umbrellas like they loose pens so ,LABEL_0
for dollar350 for everyone going to get this but however only time will tell the only the test that will make sure that how long is going to try to get it up a bat and pack from time months david different seasons and what is going to happen next that is fine now,LABEL_1
welp if imma fall off a plane that is what imma use ,LABEL_1
why is this on trending,LABEL_1
the poppins mach8 vs the poppins g20 which one is the best ,LABEL_2
when i hear aircraft grade or military grade its just a gimmick ive studied aircraft my while life and yes im going to be a apd officer that do not mean anything this aluminum you can buy from your local metal shop the dollar300 price tag is really ridiculous any metal making company will even say the same thing the only difference a most may be the way its made or the requirements for it other then that that is about it ,LABEL_0
such a waste of money looks like you will still be wet might as well go with your regulardollar5 umbrella for all that,LABEL_0
i am mary poppins yall,LABEL_1
this looks like an ad,LABEL_0
ok now let a guy do that,LABEL_1
here is a question no one is asking  where is lisa gurrero,LABEL_1
imagine it pulled her into the street in front of cars ,LABEL_1
 is he cool ,LABEL_2
this is the kind of journalism i like to see ,LABEL_2
first of all why have an umbrella out when it is that windy it is like having ur high beams in the fog u just do not do it they basically testing something that dumb people do and advertising something that only dumb people would use if it is raining and windy buy a windbreaker  that simple dumb ass people i swear,LABEL_0
they ran out of ideas a long time ago,LABEL_0
what if i jump off a building will i float down like mary poppins,LABEL_1
ill buy it if it could make me fly when the wind blow ,LABEL_1
y all heard safety glasses ,LABEL_1
i will make this easier q is a dollar350 umbrella worth a no,LABEL_1
dangerous ,LABEL_0
dam news edition making those news anchors earn that money lol,LABEL_1
 exuse me ,LABEL_0
this is definitely an advertisement,LABEL_0
hi i like to flex so im going to spend 350 on a umbrella instead of paying rent or getting fun stuff lol,LABEL_2
i would rather get struck by lightning while using a cheap umbrella before i buy this ,LABEL_0
new murder weapon,LABEL_0
 but can it handle god ,LABEL_1
its not safe it might fly you out lmfao,LABEL_0
i am mary poppins y all,LABEL_1
is not an umbrella meant to stop rain ,LABEL_1
impressive now if only i had the money to just buy whatever i wanted whenever i wanted it ,LABEL_2
you think they would of left a link,LABEL_1
imagine buying this and acidently leaving it on a bus or train ,LABEL_1
who else thought of the umbrella dragging her into the street 1 24 ,LABEL_1
i can buy so many things with dollar350 so what make that company think i will buy an umbrella for dollar350 only one umbrella ,LABEL_1
oh they have made umbrellas for rich people ,LABEL_1
marry popins had this technology long before us,LABEL_1
ditch the 350 dollar umbrella and face the wind like a real badass ,LABEL_1
i was waiting for her to get pulled off her feet when she was testing it,LABEL_1
 0 52  sis was struggling ,LABEL_0
wish app probably have one cheaper lol,LABEL_1
i swore this unbrella was about to stop bullets ,LABEL_0
nobody my friend is parents relationship 0 51 ,LABEL_1
lisa guerrero would have confronted the wind,LABEL_1
if i can not jump of a hot air ballon bus i am not buying it,LABEL_0
i will never spend 350dollar on an umbrella ,LABEL_0
here is a crazy idea get an uber instead of a dollar350 umbrella,LABEL_1
mary hold my beer,LABEL_1
talk about a slow news day,LABEL_0
i want to fly with the umbrella like mary poppins,LABEL_1
the title made me think they meant it literally could not break even with a knife cutting through lmao i knew it could not be that ,LABEL_0
i dare u to jump with the umbrella ,LABEL_1
how about we invent an umbrella that is impossible to lose b c we all know that is the real problem ,LABEL_1
this is supposed to be lisa guerrero is thing ,LABEL_1
fun fact aircraft grade aluminum is just a 1mm thick piece of aluminum,LABEL_1
what is the point of a indestructible umbrella when you got weak people using it ,LABEL_0
i will stick with my hoodie,LABEL_1
if you lose it your wallet is destroyed,LABEL_0
they almost flown away just like that umbrella lol marry poppins has entered the chat ,LABEL_1
he will for dollar350 i can buy a louis vuitton umbrella ,LABEL_1
that is kinda dangerous for little kids to have cause they could fly away ,LABEL_0
where is lisa ,LABEL_1
funny my mom was talking about umbrellas the other day ,LABEL_2
everyone a gangsta until the umbrella fights back,LABEL_1
mary poppins she out,LABEL_1
350 sure everyone has that kind of money ,LABEL_1
me still tryna figure out what almagam means,LABEL_1
but honestly if i had so much money i would really buy that that will be my life long umbrella as long as it is not lost lol,LABEL_2
 it even did it to the president  just like his hair,LABEL_1
if they want to keep people safe why do not they make it cheaper,LABEL_1
i can get a trip from jfk to mco for less than that,LABEL_1
no point carrying an umbrella in a storm,LABEL_1
where is lisa ,LABEL_1
umbrella ,LABEL_1
that will be a great prop for penguin in mat reeves 2021 batman movie,LABEL_2
has no one not noticed lisa guerrero quit her career and they found a replacement ,LABEL_1
i have a expensive umbrella,LABEL_1
wow,LABEL_1
the wind machine ,LABEL_1
plzz tell me that i was not the only one laughing at this video ,LABEL_1
it may be hard to brake but it is not indestructible not even close,LABEL_0
yeah no rather buy two breakable umbrellas,LABEL_1
i was like what hot asian man is the ceo ,LABEL_1
 225k views  a new era is upon us,LABEL_2
dat do expensive make it cheaper so i can not buy ,LABEL_0
plot twist the umbrella was a paid actor ,LABEL_1
omg they created mary poppins umbrella,LABEL_1
k ,LABEL_1
i mean for most average winds maybe but if you put it in front of a industry grade fan probably not ,LABEL_1
bruh i am not paying 350dollar for a umbrella,LABEL_0
this made my day lmao ,LABEL_2
now what happens when you let go  bye bye dollar350,LABEL_1
thats mary poppins umbrella,LABEL_1
i would rather get a cold in the rain than spend 350 for an umbrella,LABEL_0
i will use this in ww3,LABEL_1
or you can take the easy route and not use an umbrella,LABEL_1
i do not need this i stay inside,LABEL_0
350 i could get 2 or maybe 3 pairs of jordans with 350,LABEL_1
was this an ad ,LABEL_1
there is plenty of other important things you can talk about but no umbrellas nice,LABEL_1
or just get a gustbuster they have been around for like 20 years ,LABEL_1
i saw one with a phone in it,LABEL_1
the girl in the last part almost flew with the umbrella just like in the umbrella meme ,LABEL_1
everybody turn on the fan inside edition fire up the wind machine ,LABEL_1
lisa guerro would have confronted that umbrella,LABEL_1
this reminds me from kingsman movie,LABEL_1
wtf is an umbrella supposed to do,LABEL_0
next umbrella will be put out by tesla and it will enable you to fly and will cost 5 million dollars just kidding but if you can afford a umbrella for dollar350 then you can afford not to complain about the prices of cars or food or other things ,LABEL_1
as a kid i used to get scared when it flipped the other way so i let it go ,LABEL_0
can it deflect lightning,LABEL_1
i would rather get soaked,LABEL_0
do you know how much groceries i can buy for dollar350 i would rather just get an umbrella for 1 50 at diaso ,LABEL_1
but who asked ,LABEL_1
350dollar is too much for this umbrella ,LABEL_0
i might just pay that if it really works ,LABEL_1
 her has this ever happened to you me no her it even happened to the president me good ,LABEL_1
indestructible huh fires glock 17 person holding the umbrella falls lmao,LABEL_1
if you can afford to pay for a dollar350 dollar umbrella i bet you are smart or wealthy enough to stay out of the rain ,LABEL_1
still does not work ,LABEL_0
we know your tricks now marry poppins,LABEL_1
what about mary popins tho ,LABEL_1
,
hopefully that thing will take me up in the sky like mary poppins,LABEL_2
i need to fly away with my indestructible umbrella,LABEL_1
 0 31 virginity ,LABEL_1
so that is how marry poppins got her umbrella huh ,LABEL_1
a wind machine 0 38 that is a fan my dude,LABEL_1
i do not live in the clouds,LABEL_1
who buys umbrellas,LABEL_1
350dollar ,LABEL_1
so someone can use it to beat someone ,LABEL_0
i swear lisa could have confronted those umbrellas,LABEL_1
 im mary poppins y all ,LABEL_1
i would rather have mary poppins umbrella,LABEL_1
looking like mary poppins,LABEL_1
what about a bulletproof umbrella ,LABEL_1
dollar350 it better stop the rain altogether,LABEL_1
would not pay no 350 for it doe,LABEL_0
w,LABEL_1
nuke we will see ,LABEL_1
they should make am umbrella that can make you fly,LABEL_1
not worth it,LABEL_0
love video,LABEL_2
why 350dollar,LABEL_1
for 350dollar i hope it has an iphone charger 2,LABEL_2
the reasons why umbrellas fold is so they do not pull you away,LABEL_1
,
what is the point of the umbrella if no one can afford to have one ,LABEL_0
i would say just get a cheaper umbrella ,LABEL_1
the next thing u know flies up with the umbrella ,LABEL_1
imagine it snapping and getting metal fiberglass in your face ,LABEL_1
who will paid 350 much be high or stupid,LABEL_0
i am mary poppins y all ,LABEL_1
this is the content i subscribed for,LABEL_2
i have an umbrella that can flip back in place and i got it for just 30euros it ai not worth 300dollar ,LABEL_1
 0 48 lol,LABEL_1
but is it england tested,LABEL_1
england my umbrella inside out always,LABEL_1
the way she was moving,LABEL_1
surely you could just get like 350 1dollar brollys instead,LABEL_1
for 350 dollars i will be singing in the rain ,LABEL_1
until you lose it,LABEL_0
what these reporters do for money ,LABEL_0
i do not see any difference between normal umbrella and this one plus mary poppins is offended,LABEL_0
peach and daisy would be proud ,LABEL_2
the reason it flips inside out is so that you do not go flying to heaven,LABEL_1
the umbrella will not break will definitely blow you into the road and get you run over,LABEL_0
china will remember this ,LABEL_1
who is this low cost lisa guerrero,LABEL_1
inside edition wind machine  me an intellectual fan,LABEL_1
she should have taken off her necklace ,LABEL_1
one time the top of my i am really just flew off,LABEL_0
i will never spend dollar350 for an umbrella,LABEL_0
i would not be using an umbrella in weather like that anyways they are for rain not wind ,LABEL_1
 apple sees video 1 year later introducing the brand new apple umbrella comes with voice assistant ,LABEL_2
 0 49 top cringe,LABEL_0
i ai not trynna fly away,LABEL_1
for once a company does not lie,LABEL_1
 let me put on my safety glasses yeah would not want you to get wind in your eyes ,LABEL_0
wind machine more like big ass fan lol,LABEL_0
imagine paying 350dollar on an umbrella,LABEL_0
why not just make harder umbrellas ,LABEL_1
 bright balance between virginity and flexibility ,LABEL_1
even happened to the president  when he might not be president going to peach ,LABEL_0
 0 53 insert marry poppins,LABEL_1
a wind machine you mean a big fan,LABEL_1
well really good if the umbrella does not end up carrying up to the sky instead ,LABEL_2
where is our indestructible lisa guerrero to confront the indestructible umbrella ,LABEL_1
omg i want won of thos,LABEL_1
is like lego when it falls you can pop it back in,LABEL_1
sorry i can not pay my rent this month just bought an expensive umbrella,LABEL_0
that is neat but you are a moron if you spend 350 on an umbrella ,LABEL_0
 mary poppins has entered the chat ,LABEL_1
lisa gurero would have confronted the storm,LABEL_1
next on inside edition kid fly is away because of indestructible umbrella edit holy s t most likes i have ever gotten lol,LABEL_2
looks dangerous to me,LABEL_0
stick a knife,LABEL_1
they are not gonna make a verdict ,LABEL_1
 have you ever looked at a comment and wish you would have thought of that idea ,LABEL_1
pay 350 dollars to not get wet from rain america has some serious issues,LABEL_0
i think it is a good price because it is true that yes you can flip inside out but you can flip it back in without it breaking plus i do not my research and what the guy said is true,LABEL_2
dollar350 naa i rather use a crapy umbrella,LABEL_0
y all will report on anything ,LABEL_1
umbrellas should be banned they could become dangerous projectiles in the wrong hands during a storm i am staying away from umbrellas ,LABEL_0
give them to hong kong protesters,LABEL_1
i am mary poppins yo ,LABEL_1
it is a great invention but nobody will want to buy an umbrella for dollar350,LABEL_1
350dollar is like my allowance,LABEL_1
if i can not use it as a parachute then i am not paying 350,LABEL_0
 0 40 is air dangerous now ,LABEL_0
fortnite did it first,LABEL_1
no stop just stop,LABEL_0
it is durable not indestructible,LABEL_1
if it can shoot at the top i do not want it,LABEL_0
no way would i be paying almost 400dollar for an umbrella lol haha ,LABEL_1
is this an ad ,LABEL_1
it should be able to shoot too,LABEL_1
clicked just to watch reporters forced to fight umbrellas lol,LABEL_1
the umbrella is a paid actor  in the oscar nominees goes to the umbrella ,LABEL_1
inside edition is now making commercials,LABEL_1
 fire up the wind machine huh do what to what the wind machine fire it up oh okay i will turn on the fan ,LABEL_1
350 for an umbrella this better turn me into mary poppins,LABEL_2
lisa guerrero would have confronted the wind,LABEL_1
that is awesome,LABEL_2
i feel like this is more dangerous like imagine you being near a high cliff and the wind is pulling you toward the edge u can not let the umbrella go because it is expensive but it pulls you without no limits ,LABEL_0
just buy 5dollar watetproofing spray job done,LABEL_1
omg the lady with glasses i know where is that place it a hotel i been there before it,LABEL_1
flys into traffic lmao,LABEL_1
oml they always say aluminium wrong,LABEL_0
can i use it as a parachute i want to know if it could help in saving life if jumped from the 10th floor of my apartment building some one reply please,LABEL_1
you did not search for this video ,LABEL_0
my girlfriend says the same thing about me ,LABEL_1
you just got tricked in watching an ad,LABEL_0
i can not skip this ad for some reason ,LABEL_0
i can not skip this ad for some reasonzz,LABEL_0
so what your saying is that i can be the true mary poppins i dream to be ,LABEL_2
dollar350 dollars for a umbrella tho jeez ,LABEL_0
wind yes but umbrella no,LABEL_1
yes but no,LABEL_1
only whites will use that,LABEL_1
what if the umbrella steered her to the street and she got hit by a car,LABEL_1
did you get this idea from roi,LABEL_1
inside edition i love your vids  ,LABEL_2
where we landin bois ,LABEL_1
wind machine other wise known as a fan,LABEL_1
test it against a jet engine,LABEL_1
 i am putting my safety glasses on and lets put him to the test says the army throwing me a flimsy cod player into ww3 ,LABEL_0
let is talk about how you guys had a mouth reader on the show who supposedly read the lips of bernie sanders and warren during the debate last week and got it 1000percent wrong hahaahaha when the audio of their conversation came out a day or two later it was a totally different conversation then what your lip reader stated hahahahah pie in face moment too funny ,LABEL_1
 0 50 i am mary poppins yall ,LABEL_1
 lisa guerrero whould have destroy this umbrella with her breath,LABEL_0
okay but they did not fix the problem lol,LABEL_0
the question is how much did they pay you inside edition ,LABEL_1
i thought she was going to fly with that ,LABEL_1
you will float too you will float too you will float too you will float too you will float too ,LABEL_2
great,LABEL_2
hong kong protesters will surely want this umbrella ,LABEL_1
its cool umbrella but the worth it to priced at 300dollar,LABEL_2
hmmm,LABEL_1
where is lisa  ,LABEL_1
what is a wind machine gonna do oh wait nvm ,LABEL_1
these guys sounds like they from apple  ,LABEL_1
this is what i would waste money on if i were rich,LABEL_0
i mean you pay for quality u pay for quality,LABEL_1
if i am paying 350 for an umbrella i better be able to fly,LABEL_1
idk this came to mind but remember the anchor almost blown aways by the storm wind yet ppl were walking in the background and looking at him like what is he doing ,LABEL_1
 who in the hell will buy a 350 umbrella ,LABEL_0
dollar350  walgreen dollar18 ,LABEL_1
 penguin has entered the chat ,LABEL_1
but can it keep you dry ,LABEL_1
guava juice,LABEL_1
i do not see the difference tho except the one is way too expensive i will just wet my self in rain but i wont spend dollar350 ,LABEL_0
anybody can copy this and make it for much cheaper nothing proprietary ,LABEL_2
not worth 350dollar it should cost 100 ,LABEL_0
it a lifetime warranty ,LABEL_1
why is this so expensive ,LABEL_0
why is this so hilarious ,LABEL_2
where is lisa ,LABEL_1
dollar350 that is a price of a good phone,LABEL_2
i want to fly with the umbrella,LABEL_1
overpriced,LABEL_0
this is the kind of news we need,LABEL_2
what it is just the same as a normal brolly ,LABEL_1
wind machine can not you just call it a fan ,LABEL_1
my unbrealla is dollar20 works just as well as this,LABEL_2
hate it when you think of some comment that will get a lot of likes then someone else comments it first,LABEL_0
for 350 it better make me fly to where iam going,LABEL_1
lemme go buy one  i live in dubai,LABEL_1
it holds up too good it will make you fly away like mary poppins,LABEL_2
the rolls royce comes standard with a dollar12 umbrella ,LABEL_1
 0 38 thats called a fan hm yes the floor here is made outta floor,LABEL_1
i wonder how much it will be for them to make it bulletproof ,LABEL_1
rich people problems lol,LABEL_0
was this video inspired by guava juice ,LABEL_1
taking off like mary poppins haha if it really works ,LABEL_1
classic ie,LABEL_1
it may not flip inside out but it sure will flip you to the sky,LABEL_1
no thanks i will stick with my clear umbrella,LABEL_1
just use a coat and boom u good,LABEL_2
dollar350  no thanks i will stick with my totes umbrella just fine,LABEL_2
fiberglass ,LABEL_1
imagine the umbrella takes her flying ,LABEL_1
trump i want that umbrella ,LABEL_2
i can not wait to jump off a building with this umbrella ,LABEL_2
i still do not want a umbrella i have to flip back every 5 seconds,LABEL_0
we need more lisa ,LABEL_1
i need me one of those,LABEL_1
if i can not fly like mary poppins then i am ai not spending no dollar350 00 on it  ,LABEL_0
who is that and were is lisa she must be on vacation lol,LABEL_1
fan exist inside edition wind machine ,LABEL_1
 0 30 did he say virginity ,LABEL_1
maybe do not open an umbrella in a wind storm ever think of that ,LABEL_0
for 300dollar the umbrella better hold me ,LABEL_1
bro i have this and it cost me like dollar20 on amazon lol,LABEL_1
yes,LABEL_1
can you make it an emergency parachute ,LABEL_1
if it is not a bullet proof like the gentleman then i am not buying it ,LABEL_0
safety glasses for a wind machine yeah do not want to get wind blown straight into her eyes ,LABEL_0
if old lady holds that it will rip out her hands,LABEL_0
it costs 350 dollars to get struck by lightning,LABEL_0
well that is 10 secs i will not get back ,LABEL_0
if you bought it you are stupid,LABEL_0
but it is so funny when they turn inside out ,LABEL_2
when inside edition turns into a infomercial,LABEL_1
350 it is still s piece of s ,LABEL_1
good job,LABEL_2
i bet trumps the only person who has purchased one l ol,LABEL_1
it does tilt upside down and then flips back  like any umbrella costing around o20 bucks instead of 350 rather spend the 50 dollars for an umbrella that does not turn around yes they exist ,LABEL_1
hey that is not lisa ,LABEL_1
maybe bulletproof with vibranium inforce structure worth dollar350 ,LABEL_1
i just wear a hoodie,LABEL_1
mary poppins new ride thanks elon musk ,LABEL_2
idk but that never happened to me haha,LABEL_1
 mary poppers has joined the chat ,LABEL_1
that is impressive but not 350dollar impressive,LABEL_1
that umbrella was getting ready to take her ,LABEL_1
mary poppins wants to know your location,LABEL_1
a wind machine nah thats a fan,LABEL_1
still not worth 350 dollars for something you will never use much but ok ,LABEL_0
you can keep your umbrella,LABEL_1
it is called wear a jacket or rain coat,LABEL_1
i never knew it a dollar350 umbrella is a better quality than a cheap one i would of never gussed,LABEL_1
if it is not raining why would you use an umbrella for wind ,LABEL_1
i have never had an umbrella that breaks when flipped they all can bounce back exactly like this one are not all umbrellas designed to do that  and they are all cheap umbrellas i randomly get at supermarkets drugstores flea market or for free so i would say this one is pretty pointless,LABEL_0
do this umbrella vs the gustbuster umbrella,LABEL_1
i was waiting for one of them to go flying like mary poppins,LABEL_1
but can it protect you against bullets like the kingsmen umbrella ,LABEL_1
dollar350 for an umbrella you gotta be kidding me ,LABEL_1
dude the fan sounds better than a racing v12,LABEL_1
would never ever ever,LABEL_0
mary poppins has the better umbrella than most of us,LABEL_2
you will poke your eye out ,LABEL_0
 0 30 why does it sound like he said the right balance between virginity and flexibility ,LABEL_1
that umbrella is made for hurricanes ,LABEL_1
their is no way i am paying dollar350 for an i will take my chances with the cheapies ,LABEL_0
im not gonna spend 350 dollars for an umbrella because i know i lose umbrellas more then any item xd,LABEL_0
r whoosh,LABEL_1
but is it bulletproof,LABEL_1
does this mean we can marry poppins land now ,LABEL_1
the penguin will be proud,LABEL_2
immediately,LABEL_1
exactly what you want in an umbrella aircraft grade aluminum ,LABEL_1
so was it ,LABEL_1
 everyone in chicago i need one of those ,LABEL_1
that umbrella is worth more than my entire outfit and phone combined lol,LABEL_2
 i can flyyy ,LABEL_2
i am laughing my ass off wen she went in front of the wind machine,LABEL_2
i do not believe it until lisa guerrero tries it,LABEL_0
i can make one in my back yard for free ,LABEL_2
eveybody that wants one ,LABEL_1
is that the same company from showdown of the unbeatables from national geographic ,LABEL_1
way too expensive for even me to buy for myself in rainy or windy conditions,LABEL_0
this is an expensive umbrella but the real thing which matters is its durability,LABEL_1
better be like the pingouin is umbrella if they are selling it 350dollar,LABEL_1
we need umbrella bulletproof  kingsman ,LABEL_1
if it can not make me fly then it is useless,LABEL_0
dollar350 or rain coat ,LABEL_1
where is lisa,LABEL_1
wishing whoever is reading this a great day today ,LABEL_2
our wind machine,LABEL_1
take dollar70 and relax no way am i paying 300 for an umbrella,LABEL_0
can not wait to see lots of mary poppins in the air in couple of days,LABEL_2
where is lisa guerrero i want to see her confronting that umbrella ,LABEL_1
if any product is not inside edition approved do not buy gotcha ,LABEL_0
will my shoes still get wet ,LABEL_0
i want the umbrella that can make me fly like mary poppins,LABEL_2
that is nice but can i fly with it ,LABEL_2
jesus dollar350 for an umbrella that umbrella better give me the ability to fly and float in the air tf,LABEL_1
another way to scam people ,LABEL_0
lisa guerrero would have confronted those umbrellas  ,LABEL_1
i would rather walk in a storm with no umbrella and have that dollar350 in my pocket,LABEL_1
where is mary poppins when you need her  ,LABEL_1
having my umbrella drag me into oncoming traffic sounds far worse than my umbrella breaking from the wind ,LABEL_0
i am waiting for the bullet proof umbrella,LABEL_1
where is mary poppins when you need her  ,LABEL_1
can you use it as a parachute ,LABEL_1
yeah that is not worth it,LABEL_0
that is what mary poppins needs,LABEL_1
i think the last news reporter is nanny popins going back up in the sky,LABEL_1
but the true question is can it survive confronting lisa guerrero ,LABEL_1
so i am destroying my bank account by buying a indestructible umbrella,LABEL_0
i am gonna wait for the chinese version for 30 bucks,LABEL_1
that umbrella better come with some sucky sucky for that price ,LABEL_0
 1 25 the umbrella is holding up whoa flies with the umbrella ,LABEL_1
when you want to flex on ur friends how much ur umbrella is ,LABEL_1
with dollar350 it should work well and protect me from bd guys ,LABEL_2
only a fool would pay this much a cheap umbrella costs dollar 5 00 for dollar350 00 i can buy 70 cheap dollar5 00 umbrella in the last year i probably purchased a total of three dollar5 00 umbrellas and lost each one because i left it behind somewhere i have no need to buy 70 umbrellas in one year because it doesnt rain barely 70 times so do the math i spent only dollar 15 00 by buying three cheap umbrellas there is absolutely no need to get ripped off by a dollar350 indestructible umbrella that you will leave behind in a coffee shop your welcome ,LABEL_1
i think the umbrella is made to keep you dry from the rain it is not made to block hurricane winds ,LABEL_1
do i really need this ,LABEL_0
can we get some real news,LABEL_1
the apple smart umbrella,LABEL_1
its great and all but its about 250dollar too expensive for anyone to care i mean i would rather just buy a new umbrella every now and then ,LABEL_1
please i bought a 30 dollar rain totes umbrella that folds small but is actually 60inches and it does the same thing lasted 10 years and it only broke because the material not the metal gave up and tore,LABEL_0
did i just watch an advertisement ,LABEL_0
i was hoping one of them would fly away with the umbrella,LABEL_1
sell hong kong protesters kevlar versions ,LABEL_1
 0 43 i am putting my safety glasses on and putting it to the test 0 53 real test is holding up lol ,LABEL_1
no what is going to happen ppl will sue the company bc they will be holding onto their dollar350 umbrella for dear life while getting carried away down the street by the umbrella and wind ,LABEL_0
mary poppins,LABEL_1
 devak umbrella world is most indestructible umbrella mary poppins umbrella am i a joke to you ,LABEL_2
i was hoping for an umbrella expert ,LABEL_1
wow i got a similar one made of fibre glass for dollar35 not 350dollardollardollar,LABEL_1
 wind machine i think its called a fan,LABEL_1
lisa guerrero would have confronted the wind,LABEL_1
in bangladesh you can find 1000 time better umbrellas than this,LABEL_1
paid advertising why  cuz that umbrella was released a year ago and no one is buying it so yahh ,LABEL_0
who tf puts on safety glasses when their is a tiny wind blowing ,LABEL_0
i would rather an umbrella that will make me fly,LABEL_1
350  ,LABEL_1
this was a hidden commercial for the brand that sells this unbrella ,LABEL_1
but what colors does it come in ,LABEL_1
really  350 00 bucks ,LABEL_1
for that price they can stick it up their ass ,LABEL_0
350 for an umbrella ,LABEL_1
why is this the funniest thing ever when she was trying to keep the umbrella from flying away  ,LABEL_2
wow,LABEL_1
i really do not think i will buy it cuz for 350 i will hang on to it so the wind will take me with it,LABEL_0
inside edition fire up the wind machine my dumbass thinking it is a fan ,LABEL_0
when it says 13 mins ago,LABEL_1
i do not think its worth 350,LABEL_0
you can buy this same quality for dollar15 in our country ,LABEL_1
nice,LABEL_2
yoo i can be marry poppin by jumping off a cliff and it wont go insideout ,LABEL_1
 the way my memory is set up i would leave it at the grocery no thanks ,LABEL_0
my nan uses that against the fbi,LABEL_1
one of the first ones yay ,LABEL_2
where is my girl lisa ,LABEL_1
200 views,LABEL_1
looks like it was made 10yrs ago,LABEL_1
for dollar350 i want the penguin umbrella,LABEL_1
i mean yes this has happened to me but it has not happened so often that i wished there was a solution for 350 bucks,LABEL_0
i can not even afford 30dollar umbrella and now this ,LABEL_0
hahaha,LABEL_2
inside edition the umbrella is indestructible  mary poppins imma end their career ,LABEL_0
that is the umbrella i need to take out batman,LABEL_1
,
my umbrella at canada,LABEL_1
 1 25 that umbrella almost took her out lol,LABEL_1
first,LABEL_1
6th boy,LABEL_1
 if i can not fly away with my umbrella then it is not indestructible ,LABEL_0
lol it broke clickbiat ,LABEL_1
3rd,LABEL_1
who would waste 350dollar on this ,LABEL_0
hi,LABEL_1
1st boi,LABEL_1
oh my goodness,LABEL_1
my dad got me the expensive umbrella ,LABEL_1
no point in buying a more expensive i feel that is just a waste of money,LABEL_0
this dude really recommending dollar130 dollar umbrellas talking the talk as if he knows what he is talking about and just showing water as the primary test subject to test the umbrellas expensive umbrellas are either made from steel or fiber glass all of my umbrellas are totes or nautica i paid lt dollar20 for each the center pole and the ribs are made from steel and the fabric is heavy nylon they have withstanded heavy winds and being blown backwards ,LABEL_1
well embroidered with akashic ,LABEL_1
testing a cheap retractable umbrella vs expensive full length umbrella is the epitome of foolish experimentation ,LABEL_0
bro 10 dollar is also expensive ,LABEL_0
its not the rain its the wind,LABEL_1
i want my 100 inch folded umbrella with water proof and windproof that can stand 350 mph tornado wind and anti ultra violet sunproof and rainproof and damaged proof and storm proof and hurricane proof and weather proof and lightning proof and strongest 100 pieces ribs proof  ,LABEL_1
i have a cheap umbrella and it is spf and wind proof also it is better than the dollar133 one in the video ,LABEL_2
it is the stupid facial expression for me ,LABEL_0
why did he move while testing cheap but stand still while holding expensive ,LABEL_1
bro why did you have to wet my whole family tree ,LABEL_0
wow you hold the expensive one tighter so cool,LABEL_2
you should add a lightning test lmao,LABEL_1
bro said ,LABEL_1
it is water what do you mean by better safe the sorry,LABEL_1
you put a lot more water on the cheaper one,LABEL_1
dollar133 for an umbrella you can get a half downer one over her for like gbp10 gbp15,LABEL_1
ah yes dumping water is rain,LABEL_1
dharr mann it is better safe than sorry,LABEL_1
dude wants us to be broke,LABEL_0
bro spent 113 dollars on a umbrella ,LABEL_1
you should add another with a wind test ,LABEL_1
dollar133 umbrella ella ella a a aye  you crazy you spend that damn much on umbrella  ,LABEL_0
wow i can see another youtuber did this very cool,LABEL_2
elevententh btw pin if i got u read more ,LABEL_1
bro can u do cheap vs expensive fixie,LABEL_1
not like u purposely stumbled,LABEL_1
dollar133 for a umbrella surprised holy crap,LABEL_0
you can only change one variable when testing something and that variable was the value of the umbrellas the fact that you held one higher and the other one lower is changing more than one variable there for your test is not valid,LABEL_0
not like you help the expensive umbrella higher up and had less rain,LABEL_1
second,LABEL_1
first,LABEL_1
i think people who keep using this kind of music as the background music has some sort of mental condition ,LABEL_0
props to the water hose person ,LABEL_1
nice design and convenient folding umbrella good use for sun amp rain day  ,LABEL_2
should have talked a bit the music is cute but i think you speaking would have been better no matter what language then google would auto add captions and your viewers could translate to other languages ,LABEL_2
can i use this video for my web site ,LABEL_1
pa good sa 375 my kiss throw,LABEL_2
how is this a review you are just showing ad pictures and reading the advertisement pitch ,LABEL_0
iar ,LABEL_1
i was watching it the whole time ,LABEL_1
thanks for the advertisement ,LABEL_2
i just today bought a wind cheater at a thrift shop for dollar5 ,LABEL_1
he legit said ghost buster lol,LABEL_1
i bought the repel umbrella and could not wait to use it i did not get one whole block before a gust of wind turned it inside out it was pouring down rain and i got soaked my dollar5 totes umbrella is better than this piece of crap make that over priced piece of crap i will never listen to these reviews again ,LABEL_0
how did i ended up watching this video ,LABEL_1
can he fly with umbrella i his strong ,LABEL_2
so the umbrella does not collapse but you get one heck of a ride in a good stiff win it should at least have handles ,LABEL_2
florida just handed me their beer hurricane season will be here soon ,LABEL_1
this is the umbrella mary poppins uses ,LABEL_1
i believe these were used to slow down the sr 71 blackbird upon landing ,LABEL_1
thought he was gonna fly away like mary poppins or maybe more like dorothy ,LABEL_1
you need to show us what umbrella looks like,LABEL_1
new football mom here and i neeedddd this in my life i have gone through 3 umbrellas in 3 weeks the wind keeps destroying them,LABEL_0
